stock_code,sample_path,feature_name,dtype,missing_rate_full,non_null_count_full,used,drop_reason
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,pbMRQ_rank252,float64,0.0380154639175257,1493,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,psTTM_rank252,float64,0.0380154639175257,1493,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,pcfNcfTTM_rank252,float64,0.0380154639175257,1493,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_roeAvg_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_npMargin_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_gpMargin_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_netProfit_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_epsTTM_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_MBRevenue_chg4q,float64,0.7422680412371134,400,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_totalShare_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_liqaShare_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYEquity_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYAsset_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYNI_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYEPSBasic_chg4q,float64,0.0025773195876288,1548,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYPNI_chg4q,float64,0.0025773195876288,1548,True,
