date,sample_count
2019-02-19,966
2019-02-20,965
2019-02-21,965
2019-02-22,966
2019-02-25,965
2019-02-26,964
2019-02-27,962
2019-02-28,963
2019-03-01,965
2019-03-04,963
2019-03-05,963
2019-03-06,964
2019-03-07,966
2019-03-08,967
2019-03-11,966
2019-03-12,965
2019-03-13,964
2019-03-14,964
2019-03-15,964
2019-03-18,963
2019-03-19,961
2019-03-20,962
2019-03-21,960
2019-03-22,960
2019-03-25,958
2019-03-26,960
2019-03-27,960
2019-03-28,959
2019-03-29,959
2019-04-01,960
2019-04-02,960
2019-04-03,956
2019-04-04,960
2019-04-08,964
2019-04-09,964
2019-04-10,964
2019-04-11,962
2019-04-12,965
2019-04-15,966
2019-04-16,966
2019-04-17,967
2019-04-18,968
2019-04-19,967
2019-04-22,969
2019-04-23,971
2019-04-24,972
2019-04-25,971
2019-04-26,970
2019-04-29,970
2019-04-30,969
2019-05-06,971
2019-05-07,973
2019-05-08,974
2019-05-09,975
2019-05-10,974
2019-05-13,974
2019-05-14,975
2019-05-15,975
2019-05-16,974
2019-05-17,975
2019-05-20,974
2019-05-21,976
2019-05-22,977
2019-05-23,977
2019-05-24,977
2019-05-27,976
2019-05-28,975
2019-05-29,976
2019-05-30,975
2019-05-31,975
2019-06-03,975
2019-06-04,976
2019-06-05,977
2019-06-06,977
2019-06-10,977
2019-06-11,977
2019-06-12,978
2019-06-13,978
2019-06-14,978
2019-06-17,979
2019-06-18,977
2019-06-19,979
2019-06-20,978
2019-06-21,976
2019-06-24,975
2019-06-25,976
2019-06-26,976
2019-06-27,976
2019-06-28,977
2019-07-01,977
2019-07-02,978
2019-07-03,977
2019-07-04,975
2019-07-05,979
2019-07-08,978
2019-07-09,977
2019-07-10,977
2019-07-11,977
2019-07-12,978
2019-07-15,978
2019-07-16,977
2019-07-17,978
2019-07-18,978
2019-07-19,978
2019-07-22,979
2019-07-23,976
2019-07-24,979
2019-07-25,977
2019-07-26,977
2019-07-29,978
2019-07-30,979
2019-07-31,979
2019-08-01,978
2019-08-02,980
2019-08-05,980
2019-08-06,979
